"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-01","29","47","16"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-02","31","52","15"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-03","20","32","10"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-04","11","12","4"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-05","4","5","-2"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-06","5","20","-7"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-07","12","26","2"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-08","27","48","12"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-09","47","62","31"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-10","43","52","32"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-11","41","56","21"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-12","30","40","18"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-13","24","39","18"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-14","30","42","22"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-15","29","35","22"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-16","31","35","27"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-17","31","46","17"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-18","33","52","21"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-19","38","54","22"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-20","36","45","26"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-21","30","42","19"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-22","35","47","26"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-23","36","54","23"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-24","30","32","17"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-25","20","30","10"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-26","18","31","8"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-27","23","40","11"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-28","31","50","17"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-29","41","61","28"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-30","45","63","33"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-31","50","61","31"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-02-01","31","31","20"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-02-02","22","26","17"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-02-03","22","38","16"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-02-04","39","60","29"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-02-05","41","58","29"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-02-06","47","61","37"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-02-07","48","62","32"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-02-08","48","58","38"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-02-09","48","68","31"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-02-10","62","80","40"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-02-11","51","56","33"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-02-12","38","49","29"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-02-13","38","48","28"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-02-14","37","49","24"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-02-15","41","67","27"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-02-16","57","75","39"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-02-17","49","66","25"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-02-18","44","67","29"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-02-19","50","64","35"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-02-20","48","63","24"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-02-21","54","73","39"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-02-22","52","57","30"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-02-23","32","33","18"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-02-24","20","26","17"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-02-25","24","38","15"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-02-26","27","42","11"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-02-27","33","58","14"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-02-28","31","35","20"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-03-01","29","48","14"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-03-02","37","53","19"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-03-03","42","64","25"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-03-04","49","71","32"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-03-05","53","69","42"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-03-06","46","53","24"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-03-07","34","53","18"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-03-08","47","67","21"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-03-09","56","72","33"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-03-10","42","65","26"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-03-11","45","48","32"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-03-12","43","61","31"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-03-13","41","57","19"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-03-14","52","69","37"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-03-15","56","77","38"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-03-16","60","76","48"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-03-17","57","71","37"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-03-18","56","81","35"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-03-19","65","80","48"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-03-20","63","77","45"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-03-21","54","70","34"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-03-22","51","71","37"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-03-23","60","77","37"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-03-24","45","53","31"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-03-25","44","62","28"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-03-26","47","54","35"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-03-27","46","64","30"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-03-28","46","46","35"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-03-29","41","57","34"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-03-30","47","67","31"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-03-31","45","51","32"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-04-01","35","41","30"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-04-02","43","63","31"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-04-03","48","58","34"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-04-04","37","42","31"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-04-05","38","56","28"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-04-06","47","66","30"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-04-07","59","76","47"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-04-08","64","77","45"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-04-09","53","59","35"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-04-10","43","58","24"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-04-11","48","70","30"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-04-12","56","74","40"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-04-13","57","79","37"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-04-14","62","79","39"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-04-15","56","68","37"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-04-16","54","72","31"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-04-17","58","77","40"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-04-18","60","78","40"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-04-19","60","73","46"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-04-20","49","64","32"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-04-21","44","48","37"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-04-22","41","57","35"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-04-23","52","76","40"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-04-24","58","67","42"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-04-25","49","58","31"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-04-26","41","61","26"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-04-27","44","54","32"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-04-28","42","54","29"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-04-29","30","31","29"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-04-30","37","60","28"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-05-01","52","64","38"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-05-02","49","63","37"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-05-03","45","56","34"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-05-04","49","71","32"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-05-05","59","79","42"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-05-06","66","86","48"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-05-07","69","80","50"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-05-08","59","74","49"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-05-09","56","68","51"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-05-10","52","54","47"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-05-11","51","63","44"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-05-12","58","78","42"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-05-13","66","85","48"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-05-14","64","76","44"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-05-15","65","84","50"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-05-16","61","72","43"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-05-17","54","73","40"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-05-18","43","42","33"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-05-19","35","39","33"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-05-20","43","62","34"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-05-21","52","67","35"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-05-22","52","67","43"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-05-23","49","63","41"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-05-24","59","84","36"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-05-25","69","79","47"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-05-26","55","74","45"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-05-27","54","58","45"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-05-28","54","71","41"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-05-29","58","69","47"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-05-30","59","75","45"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-05-31","63","82","46"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-06-01","65","80","49"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-06-02","65","79","51"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-06-03","62","77","47"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-06-04","64","81","47"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-06-05","68","86","51"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-06-06","64","78","50"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-06-07","68","85","53"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-06-08","68","85","52"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-06-09","76","92","60"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-06-10","79","94","65"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-06-11","73","80","60"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-06-12","72","93","56"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-06-13","68","82","42"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-06-14","71","87","50"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-06-15","71","89","52"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-06-16","75","95","53"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-06-17","76","86","60"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-06-18","68","86","58"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-06-19","71","86","55"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-06-20","77","99","61"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-06-21",,"72","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-06-22",,"61","53"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-06-23",,"67","52"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-06-24",,"68","52"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-06-25",,"74","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-06-26",,"69","53"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-06-27",,"67","51"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-06-28",,"64","52"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-06-29",,"56","50"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-06-30",,"68","51"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-07-01",,"63","53"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-07-02",,"63","52"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-07-03",,"63","52"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-07-04",,"65","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-07-05",,"60","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-07-06",,"59","53"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-07-07",,"60","53"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-07-08",,"62","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-07-09",,"66","56"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-07-10",,"70","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-07-11",,"66","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-07-12",,"66","53"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-07-13",,"71","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-07-14",,"66","53"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-07-15",,"65","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-07-16",,"66","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-07-17",,"61","53"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-07-18",,"64","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-07-19",,"64","53"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-07-20",,"63","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-07-21",,"65","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-07-22",,"67","53"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-07-23",,"73","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-07-24",,"68","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-07-25",,"68","53"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-07-26",,"76","50"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-07-27",,"66","52"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-07-28",,"63","52"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-07-29",,"63","52"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-07-30",,"63","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-07-31",,"65","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-08-01",,"67","56"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-08-02",,"64","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-08-03",,"66","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-08-04",,"60","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-08-05",,"64","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-08-06",,"60","53"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-08-07",,"66","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-08-08",,"70","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-08-09",,"67","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-08-10",,"68","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-08-11",,"65","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-08-12",,"63","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-08-13",,"65","53"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-08-14",,"63","53"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-08-15",,"64","53"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-08-16",,"64","53"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-08-17",,"66","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-08-18",,"65","56"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-08-19",,"65","56"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-08-20",,"63","57"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-08-21",,"64","57"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-08-22",,"62","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-08-23",,"66","57"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-08-24",,"63","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-08-25",,"63","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-08-26",,"69","59"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-08-27",,"67","59"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-08-28",,"66","57"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-08-29",,"68","56"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-08-30",,"67","58"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-08-31",,"66","57"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-09-01",,"61","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-09-02",,"69","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-09-03",,"62","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-09-04",,"65","53"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-09-05",,"70","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-09-06",,"76","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-09-07",,"82","57"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-09-08",,"66","56"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-09-09",,"62","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-09-10",,"62","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-09-11",,"60","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-09-12",,"60","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-09-13",,"71","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-09-14",,"69","56"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-09-15",,"62","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-09-16",,"64","53"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-09-17",,"68","53"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-09-18",,"86","56"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-09-19",,"83","59"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-09-20",,"65","56"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-09-21",,"64","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-09-22",,"64","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-09-23",,"72","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-09-24",,"78","58"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-09-25",,"92","60"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-09-26",,"91","65"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-09-27",,"71","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-09-28",,"63","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-09-29",,"58","52"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-09-30",,"60","51"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-10-01",,"65","53"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-10-02",,"64","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-10-03",,"62","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-10-04",,"65","57"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-10-05",,"68","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-10-06",,"74","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-10-07",,"82","56"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-10-08",,"87","59"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-10-09",,"74","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-10-10",,"62","52"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-10-11",,"66","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-10-12",,"59","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-10-13",,"69","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-10-14",,"64","59"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-10-15",,"68","57"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-10-16",,"63","59"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-10-17",,"67","57"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-10-18",,"66","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-10-19",,"71","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-10-20",,"77","56"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-10-21",,"71","56"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-10-22",,"64","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-10-23",,"63","53"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-10-24",,"67","60"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-10-25",,"69","60"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-10-26",,"70","57"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-10-27",,"65","59"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-10-28",,"66","60"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-10-29",,"67","60"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-10-30",,"66","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-10-31",,"64","56"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-11-01",,"65","56"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-11-02",,"68","53"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-11-03",,"70","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-11-04",,"71","57"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-11-05",,"65","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-11-06",,"67","59"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-11-07",,"69","58"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-11-08",,"73","59"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2016-11-09",,"73","58"
