"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-03-13","50","53","47"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-03-14","52","57","48"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-03-15","50","50","44"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-03-16","45","52","39"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-03-17","43","53","37"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-03-18","48","57","35"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-03-19","42","53","34"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-03-20","45","54","38"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-03-21","49","56","46"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-03-22","51","56","43"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-03-23","46","58","39"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-03-24","49","54","44"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-03-25","47","52","43"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-03-26","46","49","43"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-03-27","47","53","44"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-03-28","47","53","44"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-03-29","49","55","45"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-03-30","47","54","43"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-03-31","47","56","37"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-04-01","50","56","45"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-04-02","48","55","41"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-04-03","46","53","40"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-04-04","49","61","43"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-04-05","51","54","48"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-04-06","51","60","47"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-04-07","53","59","46"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-04-08","47","52","41"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-04-09","46","56","39"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-04-10","49","53","41"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-04-11","46","57","38"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-04-12","51","59","45"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-04-13","49","54","43"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-04-14","46","52","42"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-04-15","47","57","41"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-04-16","52","66","42"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-04-17","57","60","50"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-04-18","52","60","48"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-04-19","51","56","46"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-04-20","50","58","44"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-04-21","52","66","43"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-04-22","60","63","48"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-04-23","51","53","45"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-04-24","48","57","45"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-04-25","51","56","47"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-04-26","51","58","45"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-04-27","48","56","44"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-04-28","49","59","43"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-04-29","51","57","42"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-04-30","50","56","47"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-05-01","48","50","45"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-05-02","51","61","43"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-05-03","59","74","55"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-05-04","62","76","53"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-05-05","58","59","46"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-05-06","50","60","43"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-05-07","51","62","45"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-05-08","54","64","46"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-05-09","56","70","47"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-05-10","58","71","51"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-05-11","58","60","46"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-05-12","48","54","43"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-05-13","49","57","45"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-05-14","51","59","47"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-05-15","50","52","46"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-05-16","47","54","45"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-05-17","50","60","45"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-05-18","54","64","48"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-05-19","59","71","50"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-05-20","62","72","53"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-05-21","64","76","52"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-05-22","68","83","56"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-05-23","70","78","53"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-05-24","56","63","46"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-05-25","57","70","47"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-05-26","64","81","51"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-05-27","70","86","55"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-05-28","71","86","56"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-05-29","63","74","52"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-05-30","58","58","52"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-05-31","58","72","52"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-06-01","61","67","56"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-06-02","60","73","53"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-06-03","61","67","53"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-06-04","58","67","52"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-06-05","60","74","50"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-06-06","65","84","53"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-06-07","68","79","56"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-06-08","61","63","54"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-06-09","56","63","50"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-06-10","55","67","48"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-06-11","58","70","52"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-06-12","59","64","52"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-06-13","57","65","52"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-06-14","57","65","51"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-06-15","58","61","53"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-06-16","59","68","53"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-06-17","58","63","51"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-06-18","59","71","55"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-06-19","63","74","56"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2017-06-20","65","73","56"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-06-21","74","98","56"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-06-22","75","80","63"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-06-23","74","92","57"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-06-24","74","92","58"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-06-25","74","84","58"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-06-26","71","92","53"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-06-27","76","93","61"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-06-28","75","93","57"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-06-29","72","92","56"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-06-30","69","82","57"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-01","66","78","60"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-02","66","79","59"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-03","71","89","59"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-04","75","92","63"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-05","76","92","60"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-06","75","96","55"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-07","76","88","59"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-08","75","90","62"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-09","78","97","61"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-10","83","102","65"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-11","77","89","58"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-12","74","91","51"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-13","75","90","54"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-14","72","86","57"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-15","75","88","59"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-16","71","97","58"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-17","77","91","60"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-18","75","95","58"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-19","75","95","65"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-20","78","94","62"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-21","80","96","63"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-22","82","96","70"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-23","83","99","67"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-24","78","96","61"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-25","73","97","59"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-26","80","93","63"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-27","76","93","60"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-28","74","85","59"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-29","72","89","60"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-30","76","94","64"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-07-31","80","95","64"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-01","76","96","59"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-02","78","94","63"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-03","77","96","60"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-04","74","75","63"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-05","67","76","61"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-06","69","83","61"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-07","71","90","58"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-08","77","91","64"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-09","80","97","62"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-10","78","95","59"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-11","76","90","59"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-12","68","83","52"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-13","72","89","53"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-14","73","90","57"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-15","76","92","60"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-16","72","91","52"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-17","74","90","57"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-18","73","90","59"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-19","65","81","50"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-20","58","76","47"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-21","68","91","51"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-22","75","93","58"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-23","74","87","61"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-24","67","68","49"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-25","57","71","47"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-26","60","80","50"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-27","66","85","48"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-28","71","86","60"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-29","70","84","57"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-30","67","82","55"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-08-31","65","82","51"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-09-01","68","87","54"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-09-02","71","84","62"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-09-03","72","90","58"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-09-04","70","90","51"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-09-05","71","93","50"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-09-06","68","87","59"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-09-07","70","88","52"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-09-08","71","89","49"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-09-09","67","75","44"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-09-10","57","83","37"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-09-11","71","90","53"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-09-12","70","74","52"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-09-13","56","68","48"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-09-14","59","84","46"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-09-15","62","78","50"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-09-16","58","73","39"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-09-17","60","78","44"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-09-18","68","88","52"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-09-19","74","90","60"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-09-20","75","90","60"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-09-21","75","84","57"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-09-22","63","76","49"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-09-23","69","88","51"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-09-24","58","71","38"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-09-25","54","68","39"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-09-26","57","76","42"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-09-27","62","83","46"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-09-28","65","82","49"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-09-29","65","87","47"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-09-30","65","74","52"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-10-01","64","80","50"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-10-02","65","81","52"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-10-03","68","81","53"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-10-04","56","65","36"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-10-05","51","66","34"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-10-06","50","55","32"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-10-07","46","67","32"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-10-08","53","73","36"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-10-09","56","76","38"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-10-10","62","79","49"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-10-11","65","79","44"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-10-12","44","49","34"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-10-13","52","78","38"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-10-14","65","84","55"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-10-15","68","85","50"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-10-16","68","86","46"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-10-17","55","77","36"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-10-18","49","65","33"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-10-19","48","61","37"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-10-20","43","63","25"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-10-21","54","78","37"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-10-22","59","82","41"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-10-23","58","74","35"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-10-24","60","79","44"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-10-25","61","72","49"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-10-26","58","75","37"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-10-27","60","83","44"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-10-28","68","82","55"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-10-29","65","77","41"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-10-30","54","77","38"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-10-31","65","79","45"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-11-01","56","70","40"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-11-02","52","62","37"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-11-03","51","69","36"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-11-04","52","72","35"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-11-05","53","69","38"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-11-06","53","67","41"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-11-07","52","64","35"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-11-08","46","65","32"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-11-09","51","74","34"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-11-10","54","69","42"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-11-11","45","61","26"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-11-12","48","71","28"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-11-13","52","66","34"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-11-14","52","72","35"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-11-15","60","77","38"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-11-16","64","80","39"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-11-17","41","39","22"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-11-18","24","32","14"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-11-19","26","45","16"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-11-20","48","69","37"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-11-21","52","65","41"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-11-22","41","42","29"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-11-23","35","50","23"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-11-24","38","49","23"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-11-25","37","63","22"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-11-26","43","60","31"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-11-27","40","52","31"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-11-28","40","45","23"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-11-29","32","38","19"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-11-30","27","40","10"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-12-01","27","41","15"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-12-02","27","33","15"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-12-03","25","42","13"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-12-04","32","55","11"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-12-05","40","54","17"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-12-06","20","30","4"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-12-07","14","17","-8"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-12-08","3","19","-10"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-12-09","18","54","3"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-12-10","30","55","15"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-12-11","36","39","22"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-12-12","29","44","19"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-12-13","32","48","18"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-12-14","22","29","11"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-12-15","25","57","12"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-12-16","37","50","4"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-12-17","3","3","-15"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-12-18","-1","17","-10"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-12-19","18","43","4"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-12-20","42","53","30"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-12-21","41","53","26"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-12-22","30","37","24"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-12-23","33","49","24"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-12-24","37","57","24"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-12-25","38","46","20"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-12-26","30","44","16"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-12-27","29","53","13"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-12-28","43","48","18"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-12-29","28","47","17"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-12-30","44","65","35"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-12-31","34","41","13"
